"Date","Provider_Type","Category","Complaints"
"10/30/2024","Supplemental","Service - No Shows","1"
"10/30/2024","Supplemental","Driver","1"
"10/30/2024","Broker","Vehicles","2"
"10/30/2024","Broker","Service - Ride Time","24"
"10/30/2024","Broker","Service - Other","3"
"10/30/2024","Broker","Service - No Shows","17"
"10/30/2024","Broker","Service - Late Pickup","6"
"10/30/2024","Broker","Driver","55"
"10/30/2024","Primary","Service - Ride Time","6"
"10/30/2024","Primary","Service - No Shows","16"
"10/30/2024","Primary","Service - Late Pickup","5"
"10/29/2024","Non-Transportation","Policy","12"
"10/29/2024","Other/Unidentified Provider","Service - No Shows","1"
"10/29/2024","Other/Unidentified Provider","Driver","10"
"10/29/2024","Non-Transportation","Travel Services (Same Day)","8"
"10/29/2024","Non-Transportation","Travel Planning (Res)","9"
"10/29/2024","Non-Transportation","Scheduling","3"
"10/29/2024","Non-Transportation","IT/Technology","8"
"10/29/2024","Non-Transportation","Eligibility","7"
"10/29/2024","Non-Transportation","Customer","8"
"10/29/2024","Supplemental","Service - Ride Time","2"
"10/29/2024","Supplemental","Service - No Shows","3"
"10/29/2024","Supplemental","Service - Late Pickup","2"
"10/29/2024","Supplemental","Driver","6"
"10/29/2024","Broker","Vehicles","2"
